Experiment,Read Length,P-site Offset
GSM3118942,34,12
GSM3118942,35,13
GSM3118943,26,11
GSM3118943,27,12
GSM3118943,28,12
GSM3118943,29,12
GSM3118943,30,12
GSM3118943,31,12
GSM3118943,32,10
GSM3118943,33,12
GSM3118943,34,12
GSM3118943,35,13
GSM3118943,36,12
GSM3118944,25,10
GSM3118944,26,11
GSM3118944,27,12
GSM3118944,28,10
GSM3118944,29,11
GSM3118944,30,12
GSM3118944,31,12
GSM3118944,32,10
GSM3118944,33,12
GSM3118944,34,12
GSM3118945,26,11
GSM3118945,27,12
GSM3118945,28,12
GSM3118945,29,12
GSM3118945,30,12
GSM3118945,31,12
GSM3118945,32,11
GSM3118945,33,12
GSM3118945,34,12
GSM3118945,35,13
GSM3118946,26,12
GSM3118946,27,12
GSM3118946,28,12
GSM3118946,29,12
GSM3118946,30,12
GSM3118946,31,12
GSM3118946,32,12
GSM3118946,33,12
GSM3118946,34,12
GSM3118946,35,13
GSM3118947,27,12
GSM3118947,28,12
GSM3118947,29,11
GSM3118947,30,12
GSM3118947,31,12
GSM3118947,32,10
GSM3118947,33,12
GSM3118947,34,12
GSM3118947,35,13
GSM3118947,36,12
GSM3118948,27,12
GSM3118948,28,12
GSM3118948,29,11
GSM3118948,30,12
GSM3118948,31,12
GSM3118948,32,10
GSM3118948,33,12
GSM3118948,34,12
GSM3118948,35,13
GSM3118949,26,11
GSM3118949,27,12
GSM3118949,28,12
GSM3118949,29,12
GSM3118949,30,12
GSM3118949,31,12
GSM3118949,32,12
GSM3118949,33,12
GSM3118949,34,12
GSM3118949,35,13
GSM3118950,29,12
GSM3118950,30,12
GSM3118950,31,12
GSM3118950,32,12
GSM3118950,33,12
GSM3118950,34,12
GSM3118950,35,12
GSM3118950,36,12
GSM3118950,37,12
GSM3118950,38,13
GSM3118950,39,12
GSM3118951,28,12
GSM3118951,29,12
GSM3118951,30,12
GSM3118951,31,12
GSM3118951,32,12
GSM3118951,33,12
GSM3118951,34,12
GSM3118951,35,12
GSM3118951,36,12
GSM3118951,37,12
GSM3118951,38,13
GSM3118951,39,12
GSM3118952,28,12
GSM3118952,29,12
GSM3118952,30,12
GSM3118952,31,12
GSM3118952,32,10
GSM3118952,33,12
GSM3118952,34,12
GSM3118952,35,12
GSM3118952,36,12
GSM3118952,37,12
GSM3118952,38,13
GSM3118952,39,12
GSM3118953,29,12
GSM3118953,30,12
GSM3118953,31,12
GSM3118953,32,10
GSM3118953,33,12
GSM3118953,34,12
GSM3118953,35,12
GSM3118953,36,12
GSM3118953,37,10
GSM3118953,38,13
GSM3118953,39,12
GSM3118954,29,12
GSM3118954,30,12
GSM3118954,31,12
GSM3118954,32,10
GSM3118954,33,12
GSM3118954,34,12
GSM3118954,35,12
GSM3118954,36,12
GSM3118954,37,12
GSM3118954,38,13
GSM3118954,39,12
GSM3118955,29,12
GSM3118955,30,12
GSM3118955,31,12
GSM3118955,32,12
GSM3118955,33,12
GSM3118955,34,12
GSM3118955,35,12
GSM3118955,36,12
GSM3118955,37,12
GSM3118955,38,13
GSM3118955,39,12
GSM3118956,28,12
GSM3118956,29,12
GSM3118956,30,12
GSM3118956,31,12
GSM3118956,32,11
GSM3118956,33,12
GSM3118956,34,12
GSM3118956,35,12
GSM3118956,36,12
GSM3118956,37,12
GSM3118956,38,13
GSM3118957,27,12
GSM3118957,28,12
GSM3118957,29,12
GSM3118957,30,12
GSM3118957,31,12
GSM3118957,32,12
GSM3118957,33,12
GSM3118957,34,12
GSM3118957,35,12
GSM3118957,36,12
GSM3118957,37,12
GSM3118957,38,13
GSM3118958,26,10
GSM3118958,27,12
GSM3118958,28,12
GSM3118958,29,12
GSM3118958,30,12
GSM3118958,31,12
GSM3118958,32,12
GSM3118958,33,12
GSM3118958,34,12
GSM3118958,35,12
GSM3118958,36,12
GSM3118958,37,12
GSM3118958,38,13
GSM3118959,28,12
GSM3118959,29,12
GSM3118959,30,12
GSM3118959,31,12
GSM3118959,32,10
GSM3118959,33,12
GSM3118959,34,12
GSM3118959,35,12
GSM3118959,36,12
GSM3118959,37,12
GSM3118959,38,13
GSM3118959,39,12
GSM3118960,29,12
GSM3118960,30,12
GSM3118960,31,12
GSM3118960,32,10
GSM3118960,33,12
GSM3118960,34,12
GSM3118960,35,12
GSM3118960,36,12
GSM3118960,37,12
GSM3118960,38,13
GSM3118960,39,12
GSM3118961,28,12
GSM3118961,29,12
GSM3118961,30,12
GSM3118961,31,12
GSM3118961,32,10
GSM3118961,33,12
GSM3118961,34,12
GSM3118961,35,12
GSM3118961,36,12
GSM3118961,37,12
GSM3118961,38,13
GSM3138101,25,12
GSM3138101,26,14
GSM3138101,27,12
GSM3138101,28,14
GSM3138101,29,14
GSM3138101,30,11
GSM3138101,31,11
GSM3138101,32,14
GSM3138101,33,14
GSM3138101,34,15
GSM3138101,35,11
GSM3138101,36,13
GSM3138101,37,10
GSM3138101,38,12
GSM3138101,39,10
GSM3138101,40,12
GSM3138103,24,11
GSM3138103,25,13
GSM3138103,26,14
GSM3138103,27,14
GSM3138103,28,11
GSM3138103,29,11
GSM3138103,30,11
GSM3138103,31,10
GSM3138103,32,13
GSM3138103,33,10
GSM3138103,34,13
GSM3138103,35,14
GSM3138103,36,11
GSM3138103,37,14
GSM3138103,38,11
GSM3138103,39,15
GSM3138103,40,10
GSM3138105,24,10
GSM3138105,25,11
GSM3138105,26,11
GSM3138105,27,14
GSM3138105,28,11
GSM3138105,29,14
GSM3138105,30,15
GSM3138105,31,10
GSM3138105,32,11
GSM3138105,33,10
GSM3138105,34,14
GSM3138105,35,15
GSM3138105,36,11
GSM3138105,37,15
GSM3138105,38,15
GSM3138105,39,10
GSM3138105,40,11
GSM3138107,25,10
GSM3138107,26,15
GSM3138107,27,11
GSM3138107,28,11
GSM3138107,29,12
GSM3138107,30,15
GSM3138107,31,11
GSM3138107,32,15
GSM3138107,33,12
GSM3138107,34,10
GSM3138107,35,10
GSM3138107,36,14
GSM3138107,37,15
GSM3138107,38,11
GSM3138107,39,10
GSM3138107,40,11
GSM3146275,22,13
GSM3146275,23,12
GSM3146275,24,12
GSM3146275,25,10
GSM3146275,26,11
GSM3146275,27,12
GSM3146275,28,12
GSM3146275,29,11
GSM3146275,30,12
GSM3146275,31,12
GSM3146275,32,13
GSM3146275,33,13
GSM3146276,23,12
GSM3146276,24,12
GSM3146276,25,10
GSM3146276,26,11
GSM3146276,27,12
GSM3146276,28,12
GSM3146276,29,12
GSM3146276,30,12
GSM3146276,31,12
GSM3146276,32,13
GSM3146276,33,13
GSM3146276,34,13
GSM3146277,24,12
GSM3146277,25,10
GSM3146277,26,11
GSM3146277,27,12
GSM3146277,28,12
GSM3146277,29,12
GSM3146277,30,12
GSM3146277,31,12
GSM3146277,32,13
GSM3146277,33,13
GSM3146277,34,13
GSM3146278,23,12
GSM3146278,24,12
GSM3146278,25,10
GSM3146278,26,11
GSM3146278,27,12
GSM3146278,28,12
GSM3146278,29,12
GSM3146278,30,12
GSM3146278,31,12
GSM3146278,32,13
GSM3146278,33,13
GSM3146278,34,13
GSM3146279,23,12
GSM3146279,24,12
GSM3146279,25,12
GSM3146279,26,11
GSM3146279,27,12
GSM3146279,28,12
GSM3146279,29,12
GSM3146279,30,12
GSM3146279,31,12
GSM3146279,32,13
GSM3146279,33,13
GSM3146279,34,13
GSM3146279,35,13
GSM3146280,24,12
GSM3146280,25,12
GSM3146280,26,11
GSM3146280,27,12
GSM3146280,28,12
GSM3146280,29,12
GSM3146280,30,12
GSM3146280,31,12
GSM3146280,32,13
GSM3146280,33,13
GSM3146280,34,13
GSM3146280,35,13
GSM3146281,23,12
GSM3146281,24,12
GSM3146281,25,12
GSM3146281,26,12
GSM3146281,27,12
GSM3146281,28,12
GSM3146281,29,12
GSM3146281,30,12
GSM3146281,31,12
GSM3146281,32,13
GSM3146281,33,13
GSM3146281,34,13
GSM3146281,35,13
GSM3146282,24,12
GSM3146282,25,12
GSM3146282,26,11
GSM3146282,27,12
GSM3146282,28,12
GSM3146282,29,12
GSM3146282,30,12
GSM3146282,31,12
GSM3146282,32,13
GSM3146282,33,13
GSM3146282,34,13
GSM3146282,35,13
GSM3150265,26,11
GSM3150265,27,11
GSM3150265,28,11
GSM3150265,29,12
GSM3150266,26,11
GSM3150266,27,11
GSM3150266,28,11
GSM3150266,29,12
GSM3150266,30,12
GSM3150267,26,11
GSM3150267,27,11
GSM3150267,28,11
GSM3150267,29,12
GSM3150268,26,11
GSM3150268,27,11
GSM3150268,28,11
GSM3150268,29,12
GSM3150269,25,11
GSM3150269,26,11
GSM3150269,27,11
GSM3150269,28,11
GSM3150269,29,12
GSM3150270,26,11
GSM3150270,27,11
GSM3150270,28,11
GSM3150270,29,12
GSM3150271,25,11
GSM3150271,26,11
GSM3150271,27,11
GSM3150271,28,12
GSM3150271,29,12
GSM3150272,26,11
GSM3150272,27,11
GSM3150272,28,11
GSM3150272,29,12
GSM3150272,30,12
GSM3150273,26,11
GSM3150273,27,11
GSM3150273,28,11
GSM3150273,29,12
GSM3150274,26,11
GSM3150274,27,11
GSM3150274,28,11
GSM3150274,29,12
GSM3150275,26,11
GSM3150275,27,11
GSM3150275,28,11
GSM3150275,29,12
GSM3150275,30,12
GSM3150276,26,11
GSM3150276,27,11
GSM3150276,28,11
GSM3150276,29,12
GSM3150277,26,11
GSM3150277,27,11
GSM3150277,28,11
GSM3150277,29,12
GSM3150278,26,11
GSM3150278,27,11
GSM3150278,28,11
GSM3150278,29,12
GSM3150279,26,11
GSM3150279,27,11
GSM3150279,28,11
GSM3150279,29,12
GSM3150279,30,12
GSM3150280,26,11
GSM3150280,27,11
GSM3150280,28,11
GSM3150280,29,12
GSM3150280,30,12
GSM3150281,26,11
GSM3150281,27,11
GSM3150281,28,11
GSM3150281,29,12
GSM3150281,30,12
GSM3150282,26,11
GSM3150282,27,11
GSM3150282,28,11
GSM3150282,29,12
GSM3150282,30,12
GSM3150283,26,11
GSM3150283,27,11
GSM3150283,28,11
GSM3150283,29,12
GSM3150283,30,12
GSM3150284,25,11
GSM3150284,26,11
GSM3150284,27,11
GSM3150284,28,11
GSM3150284,29,12
GSM3150285,27,11
GSM3150285,28,11
GSM3150285,29,11
GSM3150285,30,12
GSM3150285,31,13
GSM3150286,26,11
GSM3150286,27,11
GSM3150286,28,11
GSM3150286,29,12
GSM3150286,30,12
GSM3150287,25,11
GSM3150287,26,11
GSM3150287,27,11
GSM3150287,28,11
GSM3150287,29,12
GSM3150288,26,11
GSM3150288,27,11
GSM3150288,28,11
GSM3150288,29,12
GSM3150288,30,12
GSM3150289,26,11
GSM3150289,27,11
GSM3150289,28,11
GSM3150289,29,11
GSM3150289,30,12
GSM3150290,27,11
GSM3150290,28,11
GSM3150290,29,11
GSM3150290,30,12
GSM3150291,27,11
GSM3150291,28,11
GSM3150291,29,11
GSM3150291,30,12
GSM3150292,27,11
GSM3150292,28,11
GSM3150292,29,12
GSM3150292,30,12
GSM3150293,27,11
GSM3150293,28,11
GSM3150293,29,12
GSM3150293,30,12
GSM3150294,26,11
GSM3150294,27,11
GSM3150294,28,11
GSM3150294,29,12
GSM3150295,27,11
GSM3150295,28,11
GSM3150295,29,12
GSM3150295,30,12
GSM3150296,25,11
GSM3150296,26,11
GSM3150296,27,11
GSM3150296,28,11
GSM3150296,29,12
GSM3168232,29,10
GSM3168232,30,15
GSM3168232,31,15
GSM3168232,32,15
GSM3168232,33,15
GSM3168232,34,15
GSM3168232,35,15
GSM3168232,36,15
GSM3168233,33,15
GSM3168233,34,15
GSM3168233,35,15
GSM3168233,36,13
GSM3168233,37,13
GSM3168234,32,12
GSM3168234,33,15
GSM3168234,34,15
GSM3168234,35,15
GSM3168234,36,15
GSM3168235,33,15
GSM3168235,34,15
GSM3168235,35,15
GSM3168235,36,15
GSM3168235,37,13
GSM3168236,31,15
GSM3168236,32,15
GSM3168236,33,15
GSM3168236,34,15
GSM3168236,35,15
GSM3168236,36,13
GSM3168237,33,15
GSM3168237,34,15
GSM3168237,35,15
GSM3168237,36,13
GSM3168237,37,13
GSM3168387,24,15
GSM3168387,25,15
GSM3168387,26,15
GSM3168387,27,11
GSM3168387,28,15
GSM3168387,29,13
GSM3168387,30,15
GSM3168387,31,15
GSM3168387,32,15
GSM3168387,33,15
GSM3168387,34,13
GSM3168389,23,15
GSM3168389,24,15
GSM3168389,25,15
GSM3168389,26,10
GSM3168389,27,11
GSM3168389,28,12
GSM3168389,29,13
GSM3168389,30,14
GSM3168389,31,15
GSM3168389,32,15
GSM3168389,33,13
GSM3168390,24,15
GSM3168390,25,15
GSM3168390,26,15
GSM3168390,27,11
GSM3168390,28,12
GSM3168390,29,13
GSM3168390,30,14
GSM3168390,31,15
GSM3168390,32,15
GSM3168390,33,15
GSM3168390,34,15
GSM3168390,35,15
GSM3396990,30,11
GSM3396990,31,10
GSM3396990,32,11
GSM3396990,33,12
GSM3396990,34,13
GSM3396991,29,11
GSM3396991,30,11
GSM3396991,31,10
GSM3396991,32,11
GSM3396991,33,12
GSM3396991,34,10
GSM3396992,28,10
GSM3396992,29,14
GSM3396992,30,11
GSM3396992,31,10
GSM3396992,32,11
GSM3396992,33,10
GSM3396993,28,10
GSM3396993,29,10
GSM3396993,30,11
GSM3396993,31,11
GSM3396993,32,11
GSM3396993,33,11
GSM3396994,26,10
GSM3396994,27,11
GSM3396994,28,10
GSM3396994,29,11
GSM3396994,30,11
GSM3396994,31,12
GSM3396995,26,10
GSM3396995,27,11
GSM3396995,28,10
GSM3396995,29,11
GSM3396995,30,11
GSM3396995,31,11
GSM3396996,27,10
GSM3396996,28,10
GSM3396996,29,11
GSM3396996,30,11
GSM3396996,31,11
GSM3396997,26,10
GSM3396997,27,11
GSM3396997,28,10
GSM3396997,29,11
GSM3396997,30,11
GSM3396997,31,12
GSM3396998,27,10
GSM3396998,28,10
GSM3396998,29,11
GSM3396998,30,11
GSM3396998,31,10
GSM3396998,32,11
GSM3396999,26,10
GSM3396999,27,10
GSM3396999,28,10
GSM3396999,29,11
GSM3396999,30,11
GSM3396999,31,11
GSM3397000,26,10
GSM3397000,27,10
GSM3397000,28,10
GSM3397000,29,11
GSM3397000,30,11
GSM3397000,31,11
GSM3397001,27,10
GSM3397001,28,10
GSM3397001,29,10
GSM3397001,30,11
GSM3397001,31,10
GSM3397001,32,11
GSM3397002,27,10
GSM3397002,28,10
GSM3397002,29,11
GSM3397002,30,11
GSM3397002,31,11
GSM3397002,32,11
GSM3397003,27,11
GSM3397003,28,10
GSM3397003,29,11
GSM3397003,30,11
GSM3397003,31,11
GSM3397003,32,11
GSM3397004,28,10
GSM3397004,29,10
GSM3397004,30,11
GSM3397004,31,10
GSM3397004,32,11
GSM3397004,33,12
GSM3397005,26,10
GSM3397005,27,11
GSM3397005,28,10
GSM3397005,29,11
GSM3397005,30,11
GSM3397005,31,11
GSM3397006,26,10
GSM3397006,27,11
GSM3397006,28,10
GSM3397006,29,11
GSM3397006,30,11
GSM3397008,27,11
GSM3397008,28,10
GSM3397008,29,11
GSM3397008,30,11
GSM3397008,31,11
GSM3397008,32,11
GSM3397009,26,10
GSM3397009,27,11
GSM3397009,28,10
GSM3397009,29,11
GSM3397009,30,11
GSM3397009,31,11
GSM3323389,27,11
GSM3323389,28,11
GSM3323389,29,11
GSM3323389,30,12
GSM3323390,27,11
GSM3323390,28,11
GSM3323390,29,11
GSM3323390,30,12
GSM3395010,22,11
GSM3395010,23,11
GSM3395010,24,11
GSM3395010,25,11
GSM3395010,26,11
GSM3395010,27,11
GSM3395010,28,11
GSM3395010,29,11
GSM3395010,30,12
GSM3395011,23,11
GSM3395011,24,11
GSM3395011,25,11
GSM3395011,26,11
GSM3395011,27,11
GSM3395011,28,11
GSM3395011,29,11
GSM3395011,30,12
GSM3395012,22,11
GSM3395012,23,11
GSM3395012,24,11
GSM3395012,25,11
GSM3395012,26,11
GSM3395012,27,11
GSM3395012,28,11
GSM3395012,29,11
GSM3395012,30,12
GSM3395013,22,11
GSM3395013,23,11
GSM3395013,24,11
GSM3395013,25,11
GSM3395013,26,11
GSM3395013,27,11
GSM3395013,28,11
GSM3395013,29,11
GSM3395013,30,12
GSM3395014,22,11
GSM3395014,23,11
GSM3395014,24,11
GSM3395014,25,11
GSM3395014,26,11
GSM3395014,27,11
GSM3395014,28,11
GSM3395014,29,11
GSM3395014,30,12
GSM3395015,22,11
GSM3395015,23,11
GSM3395015,24,11
GSM3395015,25,11
GSM3395015,26,11
GSM3395015,27,11
GSM3395015,28,11
GSM3395015,29,11
GSM3395015,30,12
GSM3434466,25,11
GSM3434466,26,11
GSM3434466,27,11
GSM3434466,28,11
GSM3434467,29,11
GSM3434467,30,11
GSM3434467,31,13
GSM3434467,32,11
GSM3434467,33,12
GSM3434467,34,11
GSM3434467,35,11
GSM3434467,36,12
GSM3434467,37,13
GSM3434467,38,11
GSM3434467,39,15
GSM3434467,40,13
GSM3434468,25,10
GSM3434468,26,11
GSM3434468,27,11
GSM3434468,28,11
GSM3434469,30,11
GSM3434469,31,13
GSM3434469,32,13
GSM3434469,33,11
GSM3434469,34,10
GSM3434469,35,14
GSM3434469,36,11
GSM3434469,37,13
GSM3434469,38,11
GSM3434469,39,15
GSM3434469,40,13
GSM3434470,25,10
GSM3434470,26,11
GSM3434470,27,11
GSM3434470,28,11
GSM3434471,30,12
GSM3434471,31,13
GSM3434471,32,11
GSM3434471,33,11
GSM3434471,34,11
GSM3434471,35,11
GSM3434471,36,13
GSM3434471,37,13
GSM3434471,38,11
GSM3434471,39,11
GSM3434471,40,13
GSM3434472,25,11
GSM3434472,26,11
GSM3434472,27,11
GSM3434472,28,11
GSM3434473,29,11
GSM3434473,30,12
GSM3434473,31,13
GSM3434473,32,13
GSM3434473,33,11
GSM3434473,34,13
GSM3434473,35,14
GSM3434473,36,12
GSM3434473,37,13
GSM3434473,38,14
GSM3434473,39,13
GSM3434473,40,13
GSM3452610,26,11
GSM3452610,27,11
GSM3452610,28,12
GSM3452611,26,11
GSM3452611,27,11
GSM3452611,28,12
GSM3452611,29,12
GSM3452612,27,11
GSM3452612,28,11
GSM3452612,29,12
GSM3452613,26,11
GSM3452613,27,11
GSM3452613,28,12
GSM3452614,27,11
GSM3452614,28,11
GSM3452614,29,12
GSM3452615,27,11
GSM3452615,28,11
GSM3452615,29,12
GSM3452616,26,11
GSM3452616,27,11
GSM3452616,28,12
GSM3452617,27,11
GSM3452617,28,11
GSM3452617,29,12
GSM3452618,27,11
GSM3452618,28,11
GSM3452618,29,12
GSM3454274,26,11
GSM3454274,27,11
GSM3454274,28,11
GSM3454274,29,11
GSM3454274,30,12
GSM3454275,26,11
GSM3454275,27,11
GSM3454275,28,11
GSM3454275,29,11
GSM3454275,30,12
GSM3454276,26,11
GSM3454276,27,11
GSM3454276,28,11
GSM3454276,29,11
GSM3454276,30,12
GSM3454277,26,11
GSM3454277,27,11
GSM3454277,28,11
GSM3454277,29,11
GSM3454277,30,12
GSM3454277,31,13
GSM3454278,26,11
GSM3454278,27,11
GSM3454278,28,11
GSM3454278,29,12
GSM3454278,30,12
GSM3476294,23,11
GSM3476294,24,12
GSM3476294,25,11
GSM3476294,26,11
GSM3476294,27,11
GSM3476294,28,11
GSM3476294,29,11
GSM3476294,30,12
GSM3476294,31,12
GSM3476296,24,12
GSM3476296,25,11
GSM3476296,26,11
GSM3476296,27,10
GSM3476296,28,11
GSM3476296,29,11
GSM3476296,30,12
GSM3476296,31,12
GSM3476296,32,12
GSM3476297,25,11
GSM3476297,26,11
GSM3476297,27,11
GSM3476297,28,11
GSM3476297,29,11
GSM3476297,30,12
GSM3476297,31,12
GSM3476297,32,12
GSM3476298,22,11
GSM3476298,23,11
GSM3476298,24,12
GSM3476298,25,11
GSM3476298,26,11
GSM3476298,27,11
GSM3476298,28,11
GSM3476298,29,11
GSM3476298,30,12
GSM3476298,31,12
GSM3476299,22,10
GSM3476299,23,11
GSM3476299,24,11
GSM3476299,25,11
GSM3476299,26,11
GSM3476299,27,11
GSM3476299,28,11
GSM3476299,29,11
GSM3476299,30,12
GSM3476299,31,10
GSM3476300,24,10
GSM3476300,25,10
GSM3476300,26,11
GSM3476300,27,10
GSM3476300,28,11
GSM3476300,29,11
GSM3476300,30,12
GSM3476300,31,10
GSM3476300,32,10
GSM3476301,24,12
GSM3476301,25,10
GSM3476301,26,12
GSM3476301,27,10
GSM3476301,28,11
GSM3476301,29,11
GSM3476301,30,12
GSM3476301,31,10
GSM3476301,32,10
GSM3476302,24,10
GSM3476302,25,10
GSM3476302,26,11
GSM3476302,27,11
GSM3476302,28,11
GSM3476302,29,11
GSM3476302,30,12
GSM3476302,31,10
GSM3476302,32,10
GSM3489028,21,12
GSM3489028,22,12
GSM3489029,21,12
GSM3489029,22,13
GSM3489029,23,13
GSM3489030,21,12
GSM3489030,22,13
GSM3489030,23,13
GSM3489031,21,12
GSM3489031,22,12
GSM3489031,23,13
GSM3489032,21,12
GSM3489032,22,12
GSM3489032,23,13
GSM3506277,25,11
GSM3506277,26,11
GSM3506277,27,11
GSM3506277,28,11
GSM3506277,29,12
GSM3506277,30,12
GSM3506277,31,13
GSM3506277,32,13
GSM3506278,25,11
GSM3506278,26,11
GSM3506278,27,11
GSM3506278,28,11
GSM3506278,29,12
GSM3506278,30,12
GSM3506279,25,13
GSM3506279,26,10
GSM3506279,27,10
GSM3506279,28,10
GSM3506279,29,11
GSM3506279,30,12
GSM3506279,31,12
GSM3506279,32,10
GSM3506279,33,10
GSM3506279,34,10
GSM3506280,27,10
GSM3506280,28,10
GSM3506280,29,10
GSM3506280,30,11
GSM3506280,31,12
GSM3506280,32,10
GSM3506280,33,10
GSM3506280,34,10
GSM3506281,22,12
GSM3506281,23,11
GSM3506281,24,11
GSM3506281,25,11
GSM3506281,26,11
GSM3506281,27,11
GSM3506281,28,11
GSM3506281,29,12
GSM3506281,30,12
GSM3506282,22,11
GSM3506282,23,11
GSM3506282,24,11
GSM3506282,25,11
GSM3506282,26,11
GSM3506282,27,11
GSM3506282,28,11
GSM3506282,29,12
GSM3506283,27,10
GSM3506283,28,11
GSM3506283,29,11
GSM3506283,30,12
GSM3506283,31,12
GSM3506283,32,12
GSM3506283,33,12
GSM3506283,34,10
GSM3506284,27,10
GSM3506284,28,10
GSM3506284,29,11
GSM3506284,30,12
GSM3506284,31,12
GSM3506284,32,12
GSM3506284,33,12
GSM3506284,34,10
GSM3506285,25,11
GSM3506285,26,11
GSM3506285,27,11
GSM3506285,28,11
GSM3506285,29,12
GSM3506285,30,12
GSM3506285,31,13
GSM3506286,25,11
GSM3506286,26,11
GSM3506286,27,11
GSM3506286,28,11
GSM3506286,29,12
GSM3506286,30,12
GSM3506287,27,10
GSM3506287,28,10
GSM3506287,29,11
GSM3506287,30,11
GSM3506287,31,12
GSM3506287,32,12
GSM3506287,33,10
GSM3506287,34,10
GSM3506288,27,10
GSM3506288,28,10
GSM3506288,29,11
GSM3506288,30,12
GSM3506288,31,12
GSM3506288,32,12
GSM3506288,33,12
GSM3506288,34,10
GSM3507221,22,10
GSM3507221,23,11
GSM3507221,24,11
GSM3507221,25,10
GSM3507221,26,11
GSM3507221,27,10
GSM3507221,28,10
GSM3507221,29,10
GSM3507221,30,11
GSM3507221,31,10
GSM3507222,23,11
GSM3507222,24,11
GSM3507222,25,10
GSM3507222,26,10
GSM3507222,27,10
GSM3507222,28,10
GSM3507222,29,10
GSM3507222,30,11
GSM3507222,31,10
GSM3507222,32,11
GSM3507223,23,11
GSM3507223,24,11
GSM3507223,25,10
GSM3507223,26,10
GSM3507223,27,11
GSM3507223,28,10
GSM3507223,29,10
GSM3507223,30,11
GSM3507223,31,10
GSM3507223,32,11
GSM3507224,23,11
GSM3507224,24,11
GSM3507224,25,10
GSM3507224,26,10
GSM3507224,27,10
GSM3507224,28,10
GSM3507224,29,10
GSM3507224,30,11
GSM3507224,31,10
GSM3507224,32,11
GSM3507225,23,11
GSM3507225,24,11
GSM3507225,25,10
GSM3507225,26,10
GSM3507225,27,10
GSM3507225,28,10
GSM3507225,29,10
GSM3507225,30,11
GSM3507225,31,10
GSM3507225,32,11
GSM3507226,23,11
GSM3507226,24,11
GSM3507226,25,10
GSM3507226,26,11
GSM3507226,27,10
GSM3507226,28,10
GSM3507226,29,10
GSM3507226,30,11
GSM3507226,31,10
GSM3507226,32,13
GSM3507227,22,10
GSM3507227,23,11
GSM3507227,24,11
GSM3507227,25,10
GSM3507227,26,10
GSM3507227,27,11
GSM3507227,28,10
GSM3507227,29,10
GSM3507227,30,11
GSM3507227,31,10
GSM3507227,32,11
GSM3507228,24,11
GSM3507228,25,10
GSM3507228,26,11
GSM3507228,27,10
GSM3507228,28,10
GSM3507228,29,10
GSM3507228,30,11
GSM3507228,31,10
GSM3507228,32,11
GSM3507229,23,11
GSM3507229,24,11
GSM3507229,25,10
GSM3507229,26,10
GSM3507229,27,11
GSM3507229,28,10
GSM3507229,29,10
GSM3507229,30,11
GSM3507229,31,10
GSM3507229,32,11
GSM3507230,23,11
GSM3507230,24,11
GSM3507230,25,10
GSM3507230,26,11
GSM3507230,27,11
GSM3507230,28,10
GSM3507230,29,10
GSM3507230,30,11
GSM3507230,31,10
GSM3507230,32,11
GSM3537590,27,11
GSM3537590,28,11
GSM3537590,29,12
GSM3537590,30,12
GSM3537590,31,12
GSM3537591,27,11
GSM3537591,28,11
GSM3537591,29,12
GSM3537591,30,12
GSM3537591,31,12
GSM3537592,25,11
GSM3537592,26,11
GSM3537592,27,11
GSM3537592,28,11
GSM3537592,29,12
GSM3537592,30,12
GSM3537592,31,12
GSM3537593,27,11
GSM3537593,28,11
GSM3537593,29,12
GSM3537593,30,12
GSM3537593,31,12
GSM3537594,27,11
GSM3537594,28,11
GSM3537594,29,12
GSM3537594,30,12
GSM3537594,31,12
GSM3537594,32,13
GSM3537595,28,12
GSM3537595,29,12
GSM3537595,30,12
GSM3537595,31,12
GSM3537595,32,13
GSM3537595,33,13
GSM3537596,26,11
GSM3537596,27,11
GSM3537596,28,11
GSM3537596,29,12
GSM3537596,30,12
GSM3537596,31,12
GSM3537596,32,13
GSM3537597,28,12
GSM3537597,29,12
GSM3537597,30,12
GSM3537597,31,12
GSM3537597,32,12
GSM3537597,33,10
GSM3562582,22,10
GSM3562582,23,11
GSM3562582,24,12
GSM3562582,25,10
GSM3562582,26,10
GSM3562582,27,11
GSM3562582,28,11
GSM3562582,29,12
GSM3562582,30,12
GSM3562583,22,10
GSM3562583,23,11
GSM3562583,24,11
GSM3562583,25,11
GSM3562583,26,10
GSM3562583,27,11
GSM3562583,28,11
GSM3562583,29,12
GSM3562583,30,12
GSM3562584,22,11
GSM3562584,23,10
GSM3562584,24,11
GSM3562584,25,11
GSM3562584,26,10
GSM3562584,27,11
GSM3562584,28,11
